DIRECTORIO,P424,P4030S1,P4030S1A1,P4030S5,P4030S3,P4030S4,P4030S4A1,P4030S6,P4030S2,MES_REF,DIA_REF,CLASE,REGION,F_EXP_VIV
28498,2,1,2,1,1,1,3,1,1,1,6,1,5,311.79293059
28499,1,1,6,1,1,1,2,1,1,1,4,1,2,183.45199145
28500,1,1,3,1,1,1,3,1,1,1,5,1,1,174.26375958
28501,1,1,4,1,1,1,3,1,1,1,6,1,4,347.04709577
28502,2,1,2,1,1,1,3,1,1,1,7,1,5,262.36289535
28503,1,1,1,1,2,2,,2,1,1,4,1,3,586.16994017
28504,2,1,3,2,2,1,3,1,1,1,5,1,6,10.739348023
28505,1,1,6,1,1,1,3,1,1,1,6,1,2,158.21716478
28506,2,1,4,1,1,1,6,1,1,1,1,1,3,244.50841483
28507,1,1,3,1,1,1,2,1,1,1,7,1,5,415.04587307
28508,2,1,2,1,1,1,3,2,1,1,4,1,5,258.99334719
28509,1,1,1,2,2,1,3,1,1,1,5,1,6,11.462551545
28510,2,1,1,1,1,1,3,1,1,1,6,1,5,463.86871223
28511,1,1,3,1,1,1,3,1,1,1,1,1,1,125.30675814
28512,1,1,1,1,2,2,,2,1,1,7,1,3,685.19994123
28513,2,1,2,1,1,1,3,1,1,1,1,1,4,347.88615873
28517,1,1,3,1,1,1,3,1,1,1,7,1,5,369.94096243
28518,3,1,2,1,1,1,3,2,1,1,5,1,3,249.74435763
28519,2,1,3,1,1,1,3,1,1,1,1,1,1,277.64196274
28520,2,1,4,1,1,1,7,1,1,1,4,1,3,107.66572374
28521,2,1,1,1,1,1,3,1,1,1,6,1,4,412.23570447
28522,1,1,2,1,1,1,3,1,1,1,3,1,4,329.17497406
28523,2,1,3,1,1,1,3,1,1,1,1,1,4,268.08441679
28524,2,1,2,1,1,1,3,1,1,1,7,1,5,276.79676124
28525,3,1,2,1,1,1,3,1,2,1,4,1,4,132.90635456
28526,2,1,4,1,1,1,3,1,1,1,1,1,4,200.03194307
28528,1,1,2,1,1,1,3,2,1,1,7,1,3,456.79996083
28529,1,1,3,1,1,1,3,1,1,1,6,1,2,207.0386691
28530,1,1,2,1,1,1,3,1,1,1,1,1,4,308.31112776
28531,2,1,2,1,1,1,3,1,1,1,4,1,1,394.46049663
28532,2,1,3,1,1,1,3,1,1,1,1,1,4,346.58939897
28533,1,1,1,2,2,1,3,1,1,1,5,1,6,9.0103787113
28534,2,1,2,1,1,1,3,1,1,1,7,1,5,224.43052129
28535,2,1,3,1,1,2,,2,1,1,3,1,3,362.87093143
28536,2,1,2,1,1,1,3,1,1,1,6,1,1,357.66748207
28537,2,1,3,1,1,1,3,1,1,1,3,1,5,234.77334391
28538,2,1,2,1,1,1,3,1,1,1,7,1,5,288.16682275
28541,1,1,2,1,1,1,3,1,1,1,7,1,5,365.75537177
28542,2,1,1,1,1,1,3,1,1,1,6,1,4,400.03199867
28543,2,1,2,1,1,1,3,1,1,1,3,1,5,411.78568613
28544,2,1,3,1,1,1,3,2,1,1,5,1,5,386.55793953
28545,1,1,2,1,1,1,3,1,1,1,6,1,2,229.71257594
28547,2,1,3,1,1,1,3,1,1,1,3,1,5,206.46425981
28548,2,1,3,1,1,1,3,1,1,1,5,1,5,436.97317673
28549,2,1,3,1,1,1,3,1,1,1,6,1,4,244.73039676
28550,1,1,1,1,2,1,3,2,1,1,1,1,1,74.674937497
28551,2,1,3,1,1,1,3,1,1,1,3,1,3,411.3506361
28552,2,1,2,1,1,1,3,1,1,1,5,1,1,359.08118937
28553,1,1,1,1,2,2,,2,2,1,6,1,3,545.24876043
28554,1,1,6,1,1,1,2,1,1,1,6,1,2,176.72543357
28555,2,1,6,1,1,1,3,1,1,1,8,1,3,249.34526961
28556,2,1,1,1,1,1,3,2,1,1,1,1,4,266.62969259
28557,1,1,2,1,1,1,3,1,1,1,6,1,5,270.21400887
28558,2,1,2,2,2,1,3,1,1,1,1,1,6,6.74783266
28559,1,1,1,1,1,1,3,2,2,1,8,1,4,190.31319556
28560,2,1,2,1,1,1,3,1,1,1,4,1,4,454.68064417
28561,2,1,1,1,1,1,3,1,1,1,8,1,4,389.356956
28562,2,1,1,1,1,1,3,2,1,1,7,1,4,389.77819243
28563,2,1,2,1,1,1,3,1,1,1,6,1,5,274.76328931
28564,1,1,1,1,1,1,3,2,1,1,5,1,1,286.72535439
28565,2,1,1,1,1,1,2,2,2,1,5,1,5,276.11281394
28566,1,1,1,1,1,1,3,2,1,1,4,1,4,169.47766094
28567,1,1,2,1,1,1,3,1,1,1,5,1,5,220.39070165
28568,2,1,2,1,1,1,3,2,1,1,7,1,1,294.4792476
28569,1,1,2,1,1,1,3,1,1,1,6,1,5,237.15532003
28570,2,1,1,1,1,1,3,2,2,1,4,1,3,292.51379319
28571,2,1,1,1,1,1,3,2,2,1,8,1,4,459.18530663
28572,1,1,3,2,2,1,3,1,1,1,7,1,6,6.9695053767
28573,2,1,4,1,1,1,6,1,1,1,5,1,3,264.49094762
28574,2,1,2,1,1,1,3,1,1,1,6,1,5,265.93399408
28575,2,1,1,1,1,1,3,1,1,1,5,1,3,284.90789004
28577,2,1,2,1,1,1,3,1,1,1,6,1,5,297.47014848
28578,2,1,1,1,1,1,3,2,1,1,4,1,1,157.65108363
28579,1,1,3,1,1,1,3,1,1,1,7,1,1,118.56749409
28580,2,1,2,1,1,1,3,1,1,1,5,1,4,286.34967528
28581,1,1,3,1,1,1,3,1,1,1,5,1,2,211.23848698
28583,2,1,1,1,1,1,3,1,1,1,3,1,4,511.85013077
28584,2,1,2,1,1,1,3,1,1,1,5,1,3,410.14119847
28585,2,1,1,1,1,1,3,2,1,1,4,1,1,172.96047593
28586,1,2,,1,2,1,3,2,2,1,7,1,1,52.21131325
28587,1,1,4,1,1,1,3,1,1,1,6,1,5,322.97440879
28588,2,1,4,1,1,1,7,1,1,1,5,1,3,104.7179568
28589,2,1,4,1,1,1,3,1,1,1,4,1,4,192.35962064
28590,1,1,2,1,1,1,3,1,1,1,5,1,3,370.45366553
28591,1,1,1,1,2,1,3,1,2,1,7,1,1,41.978374487
28592,2,1,2,1,1,1,3,1,1,1,6,1,5,348.34796383
28593,2,1,2,1,1,1,3,2,1,1,5,1,3,394.8625433
28594,2,1,3,1,1,1,3,1,1,1,4,1,5,357.32979333
28595,2,1,2,1,1,1,3,1,1,1,6,1,4,379.10206593
28596,2,1,6,1,1,1,3,1,1,1,7,1,3,249.46705582
28597,1,1,2,1,1,1,3,1,1,1,5,1,2,264.16248896
28598,1,1,2,1,1,1,3,1,1,1,6,1,5,364.72480657
28599,2,1,4,1,1,1,3,1,1,1,6,1,1,283.74275551
28601,1,1,3,2,2,1,3,1,1,1,7,1,6,11.373212649
28602,2,1,2,2,1,1,3,1,1,1,5,1,4,302.78104187
28604,2,1,2,1,1,1,8,2,1,1,1,1,3,430.6437413
28605,3,1,2,1,2,1,3,2,2,1,6,1,4,112.84163295
28606,1,1,4,1,1,1,3,1,1,1,6,1,5,274.76328931
28607,1,1,3,1,1,1,3,1,1,1,5,1,1,185.73178899
28608,1,1,3,1,1,1,3,1,1,1,4,1,5,242.73039739
28609,1,1,1,1,1,1,8,2,2,1,6,1,3,245.85794629
28610,1,1,2,1,1,1,3,1,1,1,7,1,5,374.3036935
28611,2,1,2,1,1,1,3,1,1,1,6,1,5,328.14830857
28612,1,1,2,1,1,1,3,2,1,1,4,1,3,351.78653947
28613,1,1,1,1,1,1,3,1,1,1,1,1,4,268.08441679
28614,2,1,1,1,1,1,3,1,1,1,6,1,3,318.7024843
28615,1,1,2,1,1,1,3,1,1,1,4,1,3,355.80756423
28616,2,1,2,1,1,1,3,1,1,1,1,1,4,363.3524742
28617,1,1,3,1,1,1,3,1,1,12,5,1,4,417.0880332
28618,1,1,4,1,1,1,3,1,1,1,6,1,5,251.1438845
28619,2,1,2,1,1,1,2,2,1,1,4,1,3,390.10173913
28620,2,1,1,1,1,1,3,1,1,1,1,1,4,302.07610377
28621,1,1,2,1,1,1,3,1,1,1,6,1,3,399.92029183
28623,2,1,1,1,1,1,3,1,2,1,6,1,3,262.80023847
28624,2,1,2,1,1,1,3,1,1,1,7,1,5,405.33292717
28625,1,1,3,1,1,1,3,1,1,1,6,1,4,272.15952211
28626,1,1,1,1,1,1,3,1,1,1,1,1,3,167.82498789
28627,1,1,3,1,1,1,2,1,1,1,6,1,2,357.25002723
28628,2,1,5,1,1,1,3,1,1,12,5,1,4,420.42318593
28629,2,1,3,1,1,2,,2,1,1,4,1,3,387.8040693
28630,1,1,2,1,1,1,3,1,1,1,8,1,5,270.7075569
28631,2,1,1,1,1,1,3,1,1,1,1,1,3,174.5166454
28632,1,1,2,1,1,1,3,1,1,1,1,1,5,218.4880278
28633,1,1,1,1,2,1,3,1,1,1,6,1,1,176.27496776
28634,2,1,3,1,1,1,3,1,1,1,4,1,5,272.48710448
28635,1,1,2,1,1,1,3,1,1,1,1,1,1,265.67648095
28636,2,1,3,1,1,1,3,1,2,1,4,1,3,407.4350711
28637,2,1,2,1,1,1,3,1,1,1,1,1,5,301.34573554
28638,1,1,4,1,1,1,3,1,1,1,8,1,5,382.94765173
28639,1,1,1,2,2,1,3,1,1,12,4,1,6,12.123074665
28640,1,1,2,1,1,1,3,1,1,1,1,1,5,273.3636739
28641,2,1,2,1,1,1,3,1,1,1,4,1,3,345.30801253
28642,1,1,2,1,1,1,3,1,1,1,1,1,5,275.97105028
28643,2,1,2,1,1,1,3,1,1,1,3,1,1,292.0188241
28644,2,1,2,1,1,1,3,1,1,1,1,1,5,301.34573554
28646,2,1,3,1,1,2,,2,1,1,5,1,3,346.74697493
28647,1,1,2,1,1,1,3,1,1,1,1,1,5,377.06887087
28648,1,1,2,2,1,1,3,2,1,1,3,1,3,362.87093143
28649,1,1,2,1,1,1,3,1,1,1,2,1,5,311.6584132
28650,2,1,2,1,1,1,3,2,1,1,5,1,3,323.00708127
28651,1,1,2,1,1,1,3,1,1,1,8,1,5,417.26642903
28652,1,1,1,1,1,1,3,2,1,1,1,1,5,321.57022868
28653,2,1,1,1,1,1,3,2,1,1,3,1,3,404.17200237
28655,1,1,2,1,1,1,3,1,1,1,5,1,5,338.8703943
28657,1,1,2,1,1,1,3,1,1,1,8,1,5,420.22063467
28658,2,1,3,1,1,1,3,1,1,1,3,1,5,242.90450582
28659,2,1,1,1,1,1,3,1,1,1,3,1,3,372.14425943
28660,1,1,1,1,1,1,3,2,1,1,1,1,5,377.58575067
28661,2,1,2,1,1,1,3,1,1,1,8,1,5,371.60752233
28662,1,1,1,1,1,1,3,2,1,1,5,1,3,538.94338723
28663,1,1,2,1,1,1,3,2,1,1,2,1,3,454.9215778
28664,1,1,1,1,1,1,3,1,1,1,1,1,5,437.38891793
28665,2,1,2,1,1,1,3,1,1,1,8,1,5,250.64120666
28666,1,1,1,1,1,1,3,2,1,1,5,1,3,547.7224674
28667,2,1,2,1,1,1,3,1,1,1,3,1,1,324.62949606
28668,1,1,2,1,1,1,3,1,1,1,2,1,5,275.3681075
28670,2,1,2,1,1,1,3,1,1,1,1,1,5,359.99178657
28671,2,1,2,1,1,1,3,1,1,1,3,1,5,346.53104153
28672,1,1,1,1,2,2,,2,1,1,3,1,3,637.3114329
28673,2,1,2,1,1,1,3,1,1,1,2,1,5,275.3681075
28674,1,1,1,2,2,1,3,1,1,12,2,1,6,10.174632456
28675,2,1,2,1,1,1,3,1,1,1,5,1,5,342.31480863
28676,2,1,2,1,1,1,3,1,1,1,3,1,5,329.1421487
28677,1,1,2,1,1,1,3,1,1,1,2,1,5,182.32419698
28678,1,1,3,1,1,1,3,1,1,1,3,1,5,208.9136265
28679,1,1,2,1,1,1,3,1,1,1,7,1,5,309.14859109
28680,2,1,2,1,1,1,3,1,1,1,5,1,5,283.18734004
28681,2,1,1,1,1,1,8,1,2,1,3,1,3,315.84056864
28682,2,1,2,1,1,1,3,1,1,1,2,1,5,214.71506668
28683,1,1,2,1,1,1,3,1,1,1,2,1,5,304.87796737
28684,2,1,2,1,1,1,3,1,1,1,5,1,5,224.70491204
28686,1,1,2,1,1,1,3,1,1,1,7,1,5,301.53636143
28687,1,1,2,1,1,1,3,1,1,1,2,1,5,311.6584132
28688,1,1,4,1,1,1,3,1,1,1,5,1,5,384.34114103
28689,1,1,6,1,1,1,3,1,1,1,3,1,2,158.61491269
28690,2,1,2,1,1,1,2,1,1,1,2,1,5,289.49919306
28691,2,1,1,1,1,1,3,2,1,1,7,1,5,357.00726467
28692,1,1,3,1,1,1,3,1,1,1,3,1,5,211.97558937
28693,2,1,2,1,1,1,3,1,1,1,3,1,5,275.17515986
28695,2,1,3,1,1,1,3,1,1,1,3,1,4,188.56897085
28696,1,1,2,1,1,1,3,1,1,1,3,1,3,373.61885643
28698,2,1,3,1,1,1,2,1,1,1,3,1,2,183.94549511
28699,2,1,2,1,1,1,3,1,1,1,5,1,5,499.8874205
28700,1,1,1,1,1,1,3,1,1,1,7,1,5,357.00726467
28701,1,1,2,1,1,1,3,1,1,1,3,1,5,331.83794772
28703,2,1,2,1,1,1,3,1,1,1,3,1,5,311.56512243
28704,1,1,1,1,1,1,3,1,1,1,7,1,5,426.0353899
28705,2,1,2,1,1,1,3,2,1,1,3,1,3,339.21955067
28706,1,1,4,1,1,1,3,1,1,1,5,1,5,352.59948417
28707,2,1,2,1,2,1,3,2,1,1,3,1,3,669.64536123
28708,2,1,2,1,1,1,3,1,1,1,5,1,5,212.77162693
28710,1,1,2,1,1,1,3,1,1,1,6,1,5,322.97440879
28711,2,1,3,1,1,1,3,1,1,1,3,1,5,248.87846079
28712,2,1,2,1,1,1,3,1,1,1,5,1,5,362.8316831
28713,1,1,2,1,1,1,3,1,1,1,3,1,5,311.56512243
28716,2,1,2,1,1,1,3,2,1,1,3,1,3,362.87093143
28717,1,1,4,1,1,1,3,1,1,1,5,1,5,317.98723424
28718,2,1,6,1,1,1,3,1,1,1,3,1,3,266.94084995
28719,2,1,3,1,1,2,,1,1,1,3,1,3,376.49000117
28720,1,1,4,1,1,1,3,1,1,12,5,1,1,106.6169953
28721,2,1,2,1,1,1,3,1,1,1,6,1,5,369.32872163
28722,2,1,1,1,1,1,3,1,1,1,2,1,4,306.98286319
28723,1,1,2,1,1,1,3,1,1,1,5,1,5,211.79743691
28724,2,1,3,1,1,2,,1,1,1,6,1,3,417.68989007
28725,2,1,1,1,1,1,3,1,2,1,1,1,4,194.89628485
28726,2,1,2,1,1,1,3,1,1,1,4,1,5,266.74663549
28727,2,1,2,1,1,1,3,1,1,1,5,1,5,241.04354053
28729,2,1,3,1,1,1,3,1,1,1,6,1,3,422.9557999
28730,2,1,2,1,1,1,3,1,1,1,4,1,5,267.04242905
28731,2,1,6,1,1,1,3,1,1,1,3,1,3,283.96935857
28733,1,1,2,1,1,1,3,1,1,1,5,1,5,218.48658837
28734,1,1,3,1,1,1,3,2,1,1,8,1,4,218.76571555
28735,2,1,1,1,1,2,,1,1,1,3,1,4,122.02805631
28736,2,1,2,1,1,1,3,1,1,1,6,1,5,220.79978072
28737,1,1,6,1,1,1,2,1,1,1,1,1,2,180.54158036
28738,2,1,2,1,1,1,3,1,1,1,5,1,2,196.92444623
28739,1,1,2,2,2,2,,1,2,12,7,2,2,670.60355083
28740,1,1,1,1,2,1,3,2,1,1,6,1,3,580.03089743
28741,2,1,2,1,1,1,3,1,1,1,8,1,5,294.51490111
28742,1,1,1,1,1,1,3,1,1,12,3,1,5,380.0543815
28743,2,1,2,1,1,1,3,1,1,1,5,1,5,278.36788284
28744,2,1,2,1,1,1,3,1,1,1,3,1,4,373.18894427
28746,1,1,2,1,1,1,3,1,1,1,1,1,4,574.21720617
28747,2,1,2,1,1,1,3,1,1,1,5,1,3,305.7351654
28748,1,1,2,1,1,1,2,2,1,12,5,1,4,94.619336277
28749,2,1,3,2,1,1,3,2,1,1,3,1,5,405.1775495
28750,2,1,2,1,1,1,3,1,1,1,8,1,5,350.18386223
28751,2,1,3,1,1,1,3,1,1,1,1,1,5,222.74763093
28752,2,1,1,1,1,1,3,2,1,1,8,1,5,303.14962496
28753,1,1,1,1,2,2,,2,1,12,5,1,1,67.134351547
28754,2,1,2,1,1,1,3,1,1,1,3,1,5,220.01669755
28755,2,1,2,1,1,1,3,1,1,1,5,1,5,145.95407126
28756,2,1,1,1,1,1,3,2,1,1,8,1,3,448.15864867
28757,1,1,1,1,2,2,,2,1,12,5,1,1,106.09746749
28758,1,1,2,1,1,1,3,2,1,1,1,1,3,417.3360013
28759,2,1,3,1,1,1,3,1,1,1,3,1,5,399.46188547
28760,2,1,2,1,1,1,3,2,1,1,5,1,5,219.8116793
28761,2,1,3,1,1,1,3,1,1,1,8,1,5,351.7627373
28762,1,1,1,1,2,2,,2,1,12,7,1,1,106.24957976
28763,1,1,2,1,1,1,3,1,1,1,5,1,3,442.32230887
28764,2,1,3,1,1,2,,1,1,1,1,1,3,368.0125101
28765,2,1,6,1,1,1,3,1,1,1,8,1,3,291.7892914
28766,2,1,3,1,1,1,3,1,1,1,8,1,3,486.2655537
28767,1,1,2,1,1,1,3,1,1,1,5,1,3,375.1232109
28768,2,1,2,1,1,1,3,2,1,1,1,1,5,301.1747535
28769,2,1,3,2,2,1,3,1,1,1,3,1,6,12.812513553
28771,2,1,2,1,1,1,3,1,1,1,8,1,4,401.9491385
28772,2,1,2,1,1,1,3,1,1,1,5,1,5,295.91321179
28773,2,1,2,1,1,1,3,2,1,1,1,1,5,258.22588549
28774,2,1,2,1,1,1,3,1,1,1,3,1,5,308.07316607
28775,2,1,1,1,1,1,3,2,1,1,5,1,5,193.27896976
28777,1,1,2,1,2,2,,1,1,1,8,1,5,623.41692753
28778,1,1,1,1,2,1,3,2,2,1,8,1,1,56.66258266
28780,2,1,3,1,1,2,,1,1,1,3,1,3,449.1158034
28781,1,1,3,1,1,1,3,1,1,12,4,1,4,297.69664741
28782,2,1,2,1,1,1,3,1,1,1,8,1,5,655.4900065
28784,2,1,3,1,1,1,3,1,1,1,3,1,1,170.6966268
28785,2,1,3,1,1,1,3,1,1,1,8,1,5,367.71221637
28786,2,1,2,1,1,1,3,1,1,1,1,1,4,370.77001507
28787,2,1,3,1,1,1,3,1,1,1,8,1,4,218.25234676
28788,1,1,3,1,1,1,3,2,1,1,1,1,4,174.67044147
28789,2,1,3,1,1,1,3,1,2,1,8,1,5,420.22063467
28790,1,1,1,1,2,1,3,1,1,1,8,1,1,220.97091069
28791,1,1,2,1,1,1,3,1,1,1,8,1,5,223.36937282
28792,2,1,4,1,1,1,3,1,1,1,3,1,3,240.32602849
28793,1,1,2,1,1,1,3,2,1,1,8,1,3,563.37559537
28794,2,1,2,1,1,1,3,1,1,1,8,1,4,348.3159907
28795,1,1,2,1,1,1,3,2,1,1,8,1,3,851.7613804
28808,2,1,4,1,1,1,3,1,1,1,7,1,5,393.57801823
28809,2,1,1,1,1,1,3,2,1,1,3,1,1,315.65103781
28810,2,1,3,1,1,1,3,1,1,1,1,1,5,442.18447877
28812,2,1,1,1,1,1,3,1,1,1,1,1,1,324.92593308
28813,2,1,3,1,1,1,3,1,1,1,4,1,5,293.70223627
28814,2,1,3,1,1,1,3,1,1,1,3,1,1,191.11548388
28815,2,1,2,1,1,1,3,1,1,1,7,1,3,418.6635747
28816,2,1,1,1,1,1,3,1,1,1,4,1,1,437.9269023
28817,2,1,3,1,1,1,3,1,2,1,3,1,4,108.14945556
28818,1,1,1,1,1,1,3,2,1,1,1,1,1,456.8480183
28819,1,1,2,1,1,1,2,1,1,1,1,1,2,83.76991153
28820,2,1,1,2,1,1,2,2,1,1,7,1,2,65.953744207
28821,2,1,2,1,1,1,2,2,1,1,3,1,2,419.06120023
28822,2,1,3,1,1,1,3,1,1,1,4,1,5,416.02170463
28823,2,1,2,1,2,2,,1,1,1,7,1,5,554.44492227
28824,2,1,3,1,1,1,3,1,1,1,1,1,3,380.65127723
28825,2,1,2,1,1,1,2,1,1,1,3,1,2,76.202755513
28826,2,1,4,1,1,1,3,1,1,1,1,1,3,308.26298179
28827,2,1,2,1,1,1,3,1,1,1,4,1,5,231.36359148
28829,2,1,4,1,1,1,3,1,1,1,7,1,5,317.7519201
28830,1,1,2,1,1,1,3,1,1,1,3,1,2,160.33660495
28831,1,1,1,1,1,1,2,2,1,1,4,1,2,73.334841713
28832,2,1,1,1,1,1,2,1,1,1,3,1,2,86.70287768
28833,2,1,2,1,1,1,3,1,1,1,1,1,3,365.01471467
28834,2,1,3,1,1,1,3,1,1,1,1,1,1,241.43375114
28835,2,1,4,1,1,1,3,1,1,1,4,1,5,350.51281887
28837,2,1,2,1,1,1,3,2,1,1,1,1,3,406.7975437
28838,1,1,5,1,1,1,3,1,1,1,3,1,4,540.96652233
28839,2,1,3,1,1,1,3,1,1,1,1,1,5,344.96053363
28840,3,1,1,1,1,1,3,2,1,1,1,1,1,261.97220987
28841,2,1,3,1,1,1,3,1,1,1,8,1,5,326.75206022
28842,2,1,2,1,1,1,3,1,1,1,4,1,5,231.36359148
28843,2,1,3,1,1,1,3,1,1,1,8,1,5,382.94765173
28844,1,1,1,1,1,1,3,1,1,1,3,2,2,148.04684469
28845,2,1,3,1,1,1,3,1,2,1,7,1,5,515.81502933
28847,1,1,1,1,1,1,3,2,1,1,3,1,1,251.03777595
28849,2,1,2,1,1,1,3,1,1,1,7,1,5,573.8340975
28850,1,1,1,1,2,2,,2,2,1,8,1,3,937.10435823
28851,1,1,1,2,2,1,3,1,1,1,1,1,3,195.16972168
28852,2,1,3,1,1,1,3,1,1,1,1,1,5,302.76365319
28853,2,1,3,1,1,1,3,2,1,1,4,1,5,287.21899214
28854,2,1,3,1,1,1,3,2,1,1,7,1,5,444.3613476
28855,2,1,3,1,1,1,3,1,1,1,1,1,5,483.55728977
28856,1,1,3,2,1,1,3,1,1,1,7,1,3,160.81261568
28857,2,1,3,1,1,1,3,1,1,1,4,1,3,367.57278653
28858,2,1,2,1,1,1,3,1,1,1,3,1,1,292.94748567
28859,2,1,3,1,1,1,3,1,1,1,7,1,3,451.62510933
28861,1,1,2,1,1,1,2,1,1,1,3,1,2,332.98319882
28862,1,1,2,1,2,1,3,2,1,1,4,1,3,702.40903097
28863,1,1,5,1,1,1,3,1,1,1,1,1,4,462.46669163
28864,2,1,5,1,1,1,3,1,1,1,3,1,2,117.46688117
28865,2,1,4,1,1,1,3,1,1,1,7,1,5,366.5560542
28866,2,1,1,1,1,1,3,1,1,1,8,1,1,470.38118213
28867,2,1,2,1,1,1,3,2,1,1,3,1,1,216.33152695
28869,2,1,4,1,1,1,3,1,1,1,1,1,4,323.61114321
28870,1,1,3,2,1,1,3,1,1,1,5,1,3,121.34912598
28871,1,1,4,1,1,1,3,1,2,1,3,1,2,153.49682181
28872,1,1,1,1,1,1,3,2,1,1,4,1,5,317.67090317
28873,2,1,2,1,1,1,2,2,1,1,1,1,2,376.42616467
28874,1,1,1,2,2,2,,2,2,1,3,2,1,232.17196739
28875,1,1,2,1,1,1,3,1,1,1,4,1,5,505.13472337
28877,1,1,4,1,1,1,3,1,1,1,1,1,2,196.96889244
28878,1,1,1,2,2,2,,2,2,1,3,2,1,278.91967259
28879,2,1,4,1,1,1,3,1,1,1,4,1,5,295.44984846
28880,2,1,5,1,1,1,7,1,1,1,1,1,2,105.19774141
28881,2,1,2,1,1,1,2,1,1,1,3,1,2,85.349301923
28882,2,1,3,1,1,1,3,1,1,1,7,1,3,186.78643308
28883,2,1,4,1,1,1,3,1,1,1,4,1,5,274.44307323
28884,2,1,2,1,1,1,3,1,1,1,1,1,1,122.45362286
28885,2,1,4,1,1,1,3,1,1,1,3,1,2,144.91678945
28886,2,1,3,1,1,1,2,1,1,1,4,1,3,387.31347283
28887,2,1,2,1,1,1,3,2,1,1,3,1,1,131.67046186
28888,1,1,3,1,1,1,3,1,1,1,6,1,3,163.75027941
28889,1,1,2,1,1,1,3,1,1,1,1,1,2,157.58464756
28890,2,1,3,1,1,2,,1,1,1,7,1,3,499.76537703
28891,1,1,3,2,1,1,3,1,1,1,6,1,3,138.30244675
28893,1,1,2,1,1,1,3,2,2,1,4,1,3,268.86377537
28894,1,1,2,1,1,1,3,1,1,1,1,1,1,106.00682332
28896,1,1,3,1,1,1,3,1,1,1,6,1,3,206.85277916
28897,2,1,3,1,1,1,2,1,1,1,4,1,3,439.4840357
28898,2,1,2,1,1,1,3,2,1,1,2,1,3,174.78612668
28900,2,1,3,1,1,1,3,1,1,1,1,1,4,306.85640355
28901,1,1,1,1,1,1,3,1,1,1,7,1,3,312.6653738
28902,1,1,1,1,1,1,3,1,1,1,4,1,3,294.94132141
28903,2,1,3,1,1,2,,1,1,1,1,1,3,404.24590683
28904,2,1,2,1,1,1,3,1,1,1,6,1,3,319.92637276
28905,1,1,3,1,1,1,3,1,1,1,4,1,3,162.73081011
28906,2,1,3,1,1,1,3,1,1,1,3,1,4,324.04698898
28907,2,1,1,1,1,1,2,2,1,1,7,1,2,74.973948833
28908,2,1,3,1,1,1,3,1,1,1,6,1,3,349.85410153
28909,1,1,1,1,1,1,2,1,1,1,1,1,2,83.327196467
28910,2,1,5,1,1,1,2,1,1,1,1,1,2,102.841196
28911,2,1,3,1,1,1,2,2,1,1,3,1,3,362.87093143
28912,2,1,1,1,1,1,3,2,1,1,7,1,1,286.06547799
28914,2,1,3,1,1,1,3,1,2,1,1,1,4,110.64802806
28915,1,1,3,1,1,1,3,1,1,1,3,1,3,156.61275966
28916,2,1,2,2,2,1,3,1,1,1,3,1,6,9.262235877
28917,2,1,2,2,1,1,3,2,1,1,7,1,3,317.59731918
28918,1,1,3,1,1,1,3,1,1,1,7,1,3,189.27661093
28919,1,1,3,1,1,1,3,1,1,1,3,1,3,210.7654392
28920,2,1,3,1,1,1,3,1,1,1,1,1,1,249.04436122
28921,2,1,3,1,1,1,3,1,1,1,3,1,3,198.25062146
28922,2,1,2,1,1,1,3,2,1,1,7,1,5,348.3202978
28923,1,1,2,1,1,1,3,2,1,1,3,1,3,272.15319859
28924,2,1,1,1,1,1,3,1,1,1,1,1,3,384.67262017
28925,2,1,1,2,2,1,3,1,1,1,3,1,6,13.350286711
28926,1,1,1,2,2,2,,1,2,1,1,2,1,346.41314947
28927,2,1,2,1,1,1,3,1,1,1,7,1,5,345.8715609
28929,2,1,3,1,1,1,3,1,1,1,1,1,5,273.3636739
28930,2,1,2,1,1,1,2,1,1,1,4,1,2,379.25734323
28931,1,1,2,1,1,1,2,2,1,1,1,1,2,393.92901377
28932,2,1,4,1,1,1,3,1,1,1,1,1,2,156.27122993
28933,2,1,3,1,1,1,3,1,1,1,1,1,5,349.34418977
28934,1,1,4,1,1,1,3,1,1,1,4,1,2,201.95238196
28935,2,1,2,1,1,1,3,1,1,1,1,1,3,390.83708007
28936,1,1,4,1,1,1,3,1,1,1,1,1,2,155.80643572
28937,2,1,2,1,1,1,2,1,1,1,4,1,2,97.81537613
28939,2,1,3,1,1,1,3,1,1,1,1,1,3,161.30427957
28940,2,1,3,1,1,1,3,2,1,1,7,1,3,227.46594266
28941,2,1,2,1,1,1,3,2,1,1,3,1,3,331.44446085
28942,1,1,1,1,2,1,3,2,1,1,8,1,3,290.85443753
28943,2,1,2,1,1,2,,1,1,1,6,1,3,423.8036744
28944,2,1,1,1,1,1,2,2,1,1,3,1,3,307.33836215
28945,2,1,1,1,1,1,3,2,1,1,2,1,1,250.16196478
28946,2,1,3,1,1,1,3,1,1,1,8,1,3,217.27866942
28947,2,1,2,1,1,1,2,1,1,1,4,1,2,84.59461867
28948,1,1,4,1,1,1,3,1,1,1,2,1,2,170.64259205
28949,2,1,3,1,1,1,3,1,1,1,4,1,5,293.70223627
28950,2,1,3,1,1,1,3,1,1,1,3,1,5,218.0955857
28952,2,1,1,1,1,1,2,1,1,1,2,1,2,76.058465053
