DIRECTORIO,P424,P4030S1,P4030S1A1,P4030S5,P4030S3,P4030S4,P4030S4A1,P4030S6,P4030S2,MES_REF,DIA_REF,CLASE,REGION,F_EXP_VIV
62863,2,1,3,1,1,1,3,1,1,6,1,1,5,251.06864743
62864,1,1,2,2,2,2,,1,1,6,5,2,2,278.78270424
62865,2,1,3,1,1,1,3,1,1,6,6,1,5,375.23348807
62866,2,1,3,1,1,1,2,1,1,5,2,1,3,503.96466722
62867,3,1,1,1,1,1,3,1,2,6,4,1,3,202.89949427
62868,3,1,3,1,1,1,3,1,2,6,1,1,4,207.50491514
62869,1,1,1,1,1,1,3,1,1,6,3,1,1,366.36813094
62870,2,1,1,1,1,1,3,2,1,6,2,1,1,143.5527755
62872,2,1,1,1,1,2,,2,1,6,3,2,4,378.87140742
62873,2,1,2,1,1,1,2,1,1,6,4,1,2,577.95225023
62874,2,1,2,1,1,1,3,1,1,6,2,1,1,423.40367681
62876,1,1,3,1,1,1,3,1,1,6,5,1,5,204.17323521
62878,2,1,3,1,1,1,3,1,1,6,7,1,4,340.97446762
62879,2,1,1,1,2,2,,2,2,6,5,2,4,130.67058397
62881,2,1,1,1,2,1,2,2,1,6,3,1,4,688.83940532
62882,1,1,3,1,1,1,3,1,1,6,1,1,5,455.40546109
62883,2,1,1,1,1,1,3,1,1,6,3,1,1,173.78950722
62886,2,1,1,2,1,1,2,2,2,6,6,1,4,339.34924286
62888,2,1,1,1,1,2,,2,1,6,3,2,4,204.34870342
62889,2,1,3,1,1,1,3,1,1,6,5,1,5,225.59106866
62890,1,1,1,1,2,1,1,1,1,6,3,2,2,731.32217294
62891,2,1,3,1,1,1,3,1,1,6,3,1,5,366.57998325
62892,2,1,1,1,1,2,,2,1,6,5,2,4,309.01401316
62893,2,1,1,1,2,1,3,1,2,6,2,1,4,68.42299124
62894,2,1,1,1,1,2,,1,2,6,3,2,2,282.70162622
62895,2,1,3,1,1,1,3,1,1,6,2,1,2,239.79367334
62896,2,1,3,1,1,1,3,1,1,6,1,1,5,363.26474398
62899,2,1,1,2,1,1,2,2,1,6,7,1,4,610.55687832
62900,2,1,1,2,2,2,,2,1,6,3,2,4,255.43587927
62901,2,1,1,1,1,1,2,2,1,6,6,2,4,128.61494017
62902,2,1,2,1,1,1,3,1,1,6,3,1,1,346.80715488
62903,2,1,5,1,1,1,3,1,1,6,3,1,1,329.0368099
62904,2,1,1,2,2,2,,2,2,6,4,2,4,254.1406179
62906,2,1,1,1,1,1,3,1,1,6,2,1,1,134.79273724
62907,2,1,2,1,1,1,3,1,1,6,3,1,2,303.91400563
62910,2,1,2,1,1,1,3,1,1,6,1,1,5,353.18746301
62911,2,1,2,1,1,1,3,1,1,5,1,1,5,417.31910116
62912,2,1,2,1,1,1,3,1,1,6,3,1,4,272.32924903
62913,3,1,1,1,1,2,,2,2,6,1,2,4,292.79363279
62915,2,1,1,1,1,1,3,1,2,6,3,1,4,161.39060831
62917,2,1,1,1,2,2,,2,2,6,3,2,4,230.52383026
62919,2,1,4,1,1,1,3,1,1,6,3,1,3,374.28249938
62920,2,1,3,1,1,1,3,1,1,6,3,1,4,324.89348261
62922,1,1,2,1,1,2,,1,2,6,6,2,2,347.24144977
62923,2,1,1,1,1,1,3,1,2,6,7,1,4,318.16998841
62924,2,1,2,1,1,1,3,1,2,6,1,1,4,308.40989907
62925,2,1,2,2,1,1,3,1,2,6,3,1,6,11.2215243
62926,2,1,4,1,1,1,2,1,1,6,2,1,2,309.86321229
62927,2,1,1,1,2,2,,2,2,6,4,2,4,491.31768893
62928,2,1,1,2,2,2,,2,2,6,3,2,4,483.09212747
62929,2,1,1,1,1,1,2,2,1,6,1,1,4,426.39546785
62932,2,1,4,1,1,1,2,1,2,6,1,1,2,267.80096953
62933,1,1,3,1,1,1,2,1,1,6,3,1,2,343.6694985
62934,2,1,5,1,1,1,3,1,1,6,3,1,1,306.13909947
62936,1,1,2,1,1,1,3,1,1,6,6,1,3,431.62381648
62937,2,1,1,1,2,1,2,2,1,6,5,1,4,423.74467299
62939,2,1,1,1,1,1,3,1,1,6,7,1,2,357.93848472
62940,2,1,2,1,1,1,2,2,2,6,7,1,2,553.72922859
62941,1,1,1,1,2,1,3,2,2,6,4,1,3,151.26828828
62942,2,1,1,2,2,1,3,1,1,6,2,1,6,10.179764376
62943,2,1,2,1,1,1,3,1,1,6,3,1,2,189.49075496
62945,2,1,1,1,1,1,3,1,1,6,6,1,2,218.70029058
62946,2,1,4,1,1,1,2,1,1,6,3,1,2,264.57046697
62947,2,1,1,1,1,2,,2,1,6,2,2,4,303.09563099
62948,2,1,1,1,1,2,,2,1,6,7,2,4,325.35359787
62949,1,1,3,1,1,1,2,1,1,6,4,1,2,281.25655007
62951,2,1,1,1,1,2,,2,2,6,7,2,4,226.76122713
62957,2,1,1,1,1,1,3,2,2,6,7,1,4,181.87004717
62958,3,1,3,1,1,1,3,2,2,7,5,1,4,184.11588865
62959,1,1,1,1,1,1,3,1,1,7,6,1,1,132.8795404
62960,2,1,3,1,1,1,3,1,1,7,5,1,3,272.04859876
62961,2,1,3,1,1,1,3,1,2,6,4,1,4,308.53296754
62962,2,1,5,1,1,1,2,1,1,6,4,1,2,360.41798957
62963,1,1,1,1,1,1,2,1,1,6,1,1,2,630.346187
62964,1,1,3,1,1,1,2,1,1,7,5,1,2,360.20968026
62965,2,1,2,1,1,1,3,1,1,6,3,1,4,277.68279835
62966,1,1,2,1,1,1,3,1,1,7,7,1,5,508.37697346
62967,1,1,5,1,1,1,3,1,1,6,3,1,4,139.30027063
62968,2,1,1,1,1,1,3,2,1,7,7,1,1,165.7707163
62969,2,1,3,1,1,1,3,1,1,7,6,1,5,276.09052021
62970,2,1,3,1,1,1,3,1,1,7,5,1,2,188.07745766
62971,2,1,1,1,1,1,3,2,2,6,4,1,4,144.66196517
62972,2,1,4,1,1,1,7,1,1,6,7,1,4,118.89792278
62978,2,1,2,1,1,1,3,2,1,6,3,1,4,193.66872998
62979,1,1,3,1,1,1,3,1,1,7,5,1,2,200.57747151
62982,3,1,3,1,1,1,3,2,1,7,7,1,2,191.00061969
62986,1,1,5,1,1,1,3,1,1,6,1,1,4,142.86123425
62987,1,1,3,1,1,1,3,1,1,7,6,1,5,446.29150362
62989,2,1,3,1,1,1,3,1,1,7,5,1,1,64.545375267
62990,1,1,3,1,1,1,3,1,1,6,4,1,2,145.1636383
62991,2,1,5,1,1,1,3,1,1,7,5,1,1,292.5776055
62994,2,1,1,1,1,1,3,2,1,7,7,1,1,483.47628352
62995,2,1,2,1,1,1,3,2,1,7,5,1,5,304.15785577
62997,1,1,3,1,1,1,3,1,1,6,3,1,5,399.32365699
62998,1,1,2,1,1,1,3,1,1,6,4,1,4,126.80027907
62999,2,1,4,1,1,1,7,1,1,6,7,1,4,100.42695412
63002,2,1,2,1,1,1,3,1,1,7,5,1,5,283.56289776
63003,2,1,1,2,2,1,3,1,1,6,4,1,6,8.8484720065
63006,2,1,3,1,1,1,3,1,1,6,1,1,4,392.37587357
63008,1,1,1,2,1,1,3,1,2,7,5,1,1,137.94260405
63009,2,1,3,1,1,1,3,2,1,7,5,1,5,341.76547473
63010,2,1,1,1,1,1,3,1,1,7,7,1,4,193.72616854
63012,1,1,2,1,1,1,3,1,2,7,5,1,6,6.4872896131
63014,2,1,5,1,1,1,3,1,1,6,4,1,1,226.36741016
63015,2,1,5,1,1,1,3,1,1,7,6,1,1,290.53167059
63017,1,1,6,1,1,1,6,1,1,6,4,1,4,585.23676672
63018,2,1,2,1,2,1,3,1,1,7,5,1,1,349.7755249
63020,2,1,3,1,1,1,3,1,1,7,7,1,2,532.5626205
63021,1,1,4,1,1,1,3,1,1,6,3,1,3,447.60371169
63024,1,1,4,1,1,1,3,1,1,6,4,1,3,355.18371176
63026,2,1,2,1,1,1,3,2,1,6,1,1,4,345.94802987
63027,2,1,2,1,1,1,3,1,1,7,5,1,4,144.79953451
63029,2,1,1,1,1,1,3,1,1,7,6,1,1,120.58228928
63030,1,1,5,1,1,1,3,1,1,7,5,1,4,159.34925853
63035,1,1,4,1,1,1,8,1,1,6,3,1,3,538.8393356
63039,3,1,2,1,1,1,3,1,1,7,7,1,5,316.64338936
63040,2,1,3,1,1,1,3,1,1,6,2,1,5,369.307436
63041,1,1,2,1,1,1,3,1,1,7,5,1,5,388.18249983
63042,1,1,5,1,1,1,3,1,2,7,6,1,4,156.99948046
63043,2,1,2,1,1,1,3,1,1,7,5,1,2,284.39236242
63044,2,1,3,1,1,1,2,1,1,7,7,1,2,504.79673023
63046,2,1,2,1,1,1,3,1,1,7,7,1,1,411.61955722
63050,2,1,2,1,1,1,3,1,1,7,6,1,5,366.34118795
63051,1,1,3,1,1,1,3,1,1,6,3,1,2,224.48976059
63052,2,1,4,1,1,1,2,1,1,6,4,1,2,288.05972126
63053,2,1,2,1,1,1,3,1,1,6,3,1,4,229.7557272
63054,2,1,3,1,1,1,3,1,1,7,5,1,5,304.15785577
63055,3,1,1,1,1,1,2,2,1,7,6,1,2,178.31730372
63056,1,1,2,1,1,1,3,2,1,7,5,1,4,306.61046795
63057,2,1,1,2,2,1,3,1,1,7,5,1,6,10.288839353
63058,2,1,2,1,1,1,2,1,1,6,4,1,2,396.45800256
63059,2,1,3,1,1,1,2,2,1,6,3,1,2,443.80949304
63060,3,1,4,1,1,1,7,2,2,6,2,1,4,127.76777827
63061,2,1,2,1,1,1,3,2,1,7,7,1,1,456.0142286
63062,2,1,3,1,1,1,2,1,1,7,6,1,2,460.23980184
63063,2,1,2,1,1,1,3,2,1,7,6,1,4,139.67906645
63064,2,1,2,1,1,1,3,1,1,7,7,1,5,422.56284555
63065,2,1,3,1,1,1,3,1,1,6,3,1,2,487.91769136
63066,1,1,3,1,1,1,3,1,1,7,6,1,5,285.39694223
63067,3,1,2,1,1,1,7,2,2,7,5,1,2,175.01948438
63068,2,1,1,2,2,1,2,2,2,6,3,1,3,212.17207386
63069,2,1,3,1,1,1,3,1,1,7,5,1,4,495.63338069
63072,2,1,3,1,1,1,2,1,1,6,4,1,2,479.96691847
63073,1,1,1,1,1,1,3,1,1,6,3,1,4,244.77803505
63074,1,1,2,1,1,1,3,2,1,7,5,1,4,144.88758215
63076,2,1,4,1,1,1,3,1,1,6,3,1,2,292.89306067
63077,1,1,1,1,1,1,3,2,1,7,6,1,1,362.39775629
63080,2,1,1,2,2,1,1,2,2,6,4,2,4,533.34108223
63083,2,1,1,2,2,1,3,1,1,7,6,1,6,6.5752213336
63084,1,1,5,1,1,1,3,1,2,7,5,1,4,176.5504952
63086,2,1,2,1,1,1,3,1,1,7,5,1,5,287.88444282
63090,2,1,3,1,1,1,3,1,2,7,5,1,4,229.14297301
63092,2,1,3,1,1,1,3,1,1,6,3,1,1,54.757693402
63095,2,1,2,1,1,1,3,1,1,7,6,1,5,358.79556261
63098,1,1,1,2,2,1,1,1,2,7,5,2,4,271.82690454
63099,1,1,5,1,1,1,3,1,2,6,1,1,4,142.96432014
63100,2,1,1,1,1,1,3,1,1,7,5,1,1,431.22490115
63101,2,1,3,1,1,1,3,1,1,6,3,1,4,169.3434112
63102,2,1,4,1,1,1,3,1,1,7,6,1,3,265.19222051
63106,2,1,1,2,2,1,2,2,2,7,5,1,4,129.82111242
63107,1,1,1,2,2,1,1,1,2,6,4,2,4,400.70149553
63109,2,1,5,1,1,1,2,1,1,6,3,1,2,367.85176702
63110,1,1,2,1,1,1,3,1,2,6,4,1,4,181.62832303
63111,2,1,3,1,1,1,3,1,1,7,7,1,5,384.63455864
63112,2,1,5,1,1,1,2,1,1,7,7,1,2,433.91422863
63113,1,1,3,1,1,1,2,1,1,7,5,1,2,411.70849329
63114,2,1,4,1,1,1,2,1,1,7,5,1,2,264.43604311
63115,1,1,2,1,1,1,3,1,1,7,5,1,4,229.19117528
63116,2,1,2,1,1,1,3,1,1,7,5,1,2,223.93708167
63117,2,1,2,1,1,1,3,1,1,7,6,1,4,227.07852118
63118,1,1,1,1,1,1,1,1,2,6,3,2,3,421.94224241
63119,1,1,3,1,1,1,3,1,1,6,3,1,2,200.6794334
63121,1,1,1,2,2,1,3,2,2,7,5,1,4,101.62442998
63122,1,1,1,2,2,1,1,1,2,6,4,2,4,1007.4382563
63123,1,1,3,1,1,1,3,1,1,7,6,1,2,448.73810577
63126,2,1,3,1,1,1,2,1,1,6,3,1,2,542.95263206
63129,1,1,3,1,1,1,3,1,1,6,4,1,1,62.39397759
63130,2,1,3,1,1,1,3,1,1,7,6,1,4,387.82690196
63131,2,1,3,1,1,1,2,1,1,6,6,1,2,437.42586065
63133,2,1,2,1,1,1,3,1,1,6,1,2,3,62.584048212
63135,2,1,1,2,2,1,3,1,2,6,4,1,4,102.42830546
63137,1,1,2,1,1,1,3,1,2,6,3,1,6,9.9970776711
63138,2,1,3,1,1,1,3,1,2,7,6,1,4,167.20292703
63139,1,1,2,1,1,1,3,2,1,6,2,1,4,159.70972284
63141,2,1,2,1,1,1,3,2,1,7,6,1,5,388.34306358
63142,2,1,2,1,1,1,2,2,1,7,7,1,2,462.97242388
63144,2,1,3,1,1,1,2,2,1,6,4,1,2,415.01465013
63145,2,1,1,2,2,1,1,2,2,7,5,2,4,408.52952835
63146,2,1,2,1,1,1,3,1,1,6,3,1,5,406.05281847
63147,1,1,3,1,1,1,3,1,1,6,3,1,3,301.37840494
63148,2,1,2,1,1,1,3,1,1,7,5,1,5,304.15785577
63149,2,1,5,1,1,1,2,1,1,6,1,1,2,362.13938459
63150,1,1,1,1,2,1,1,2,2,6,2,2,3,500.07037466
63151,1,1,3,1,1,1,3,1,1,6,4,1,3,157.95953728
63153,1,1,3,1,1,1,3,1,1,7,6,1,1,50.585998273
63154,2,1,3,1,1,1,3,2,1,6,4,1,2,197.01007872
63155,2,1,2,1,1,1,3,1,1,7,6,1,5,367.48895499
63156,1,1,3,1,1,1,3,2,1,7,6,1,5,312.95267188
63157,1,1,2,1,1,1,3,1,1,6,4,1,4,138.40113972
63159,2,1,1,1,1,1,3,1,1,7,5,1,1,182.06207587
63160,2,1,1,2,2,1,1,2,2,7,7,1,4,94.032247308
63161,2,1,3,1,1,1,2,1,1,7,5,1,2,523.39545886
63163,1,1,3,1,1,1,3,1,1,7,5,1,5,354.45362219
63165,1,1,1,1,1,1,3,2,1,6,3,1,4,219.07492293
63169,1,1,3,1,1,1,3,1,1,7,7,1,2,458.39978159
63171,1,1,2,1,1,1,3,1,2,6,4,1,6,8.662785634
63172,2,1,2,1,1,1,3,1,1,7,6,1,5,257.54108598
63173,1,1,2,1,1,1,3,1,2,7,6,1,6,10.247702757
63175,1,1,2,1,1,1,3,1,1,7,6,1,5,270.44295646
63176,2,1,1,1,1,1,3,2,1,6,2,1,4,163.76680184
63177,2,1,1,1,1,2,,2,2,6,3,2,4,366.64578837
63178,2,1,3,1,1,1,3,1,1,7,5,1,2,508.37302485
63179,1,1,1,1,1,1,3,2,1,6,4,1,1,119.01198053
63181,2,1,2,1,1,1,3,1,2,6,4,1,1,293.00215947
63182,1,1,2,1,1,1,3,1,1,7,5,1,5,290.82370858
63183,1,1,1,1,2,1,2,2,1,6,1,2,3,501.75173291
63185,1,1,1,1,1,1,2,1,1,6,7,2,1,336.19113166
63187,1,1,3,1,1,1,3,1,1,7,6,1,3,213.17692927
63188,2,1,4,1,1,1,2,1,2,7,6,1,2,261.0174341
63191,1,1,2,1,1,1,3,2,1,7,6,1,4,176.3140585
63192,2,1,5,1,1,1,2,1,1,6,4,1,2,322.58488346
63193,2,1,2,1,2,1,3,1,1,6,4,1,6,15.387371464
63196,1,1,1,2,2,1,3,1,1,6,3,1,6,8.5110388929
63198,2,1,4,1,1,1,3,1,1,7,5,1,3,258.3097115
63199,2,1,2,1,1,1,2,1,1,7,7,1,2,445.58827198
63201,1,1,1,2,2,1,2,2,2,6,6,1,1,160.34937087
63203,2,1,3,1,1,1,3,1,1,7,7,1,4,466.11656097
63205,2,1,3,1,1,1,3,1,1,7,5,1,5,283.37513691
63206,2,1,5,1,1,1,2,1,2,6,2,1,2,370.02167901
63207,1,1,5,1,1,1,3,1,1,7,6,1,4,142.55828267
63209,2,1,3,1,1,1,3,1,1,7,6,1,5,388.34306358
63211,2,1,3,1,1,1,3,1,1,6,4,1,4,324.02100906
63212,1,1,1,2,2,1,3,2,2,6,4,1,4,72.005337514
63214,2,1,2,1,1,1,2,1,1,7,5,1,2,354.86888331
63215,3,1,1,1,1,1,2,2,1,6,4,1,2,163.747227
63218,2,1,1,1,1,1,3,1,1,7,6,1,1,469.08324537
63221,2,1,1,1,1,1,3,1,1,6,3,1,1,211.37600039
63222,2,1,6,1,1,1,3,1,1,7,5,1,4,333.58148883
63223,1,1,1,1,2,1,3,2,2,6,7,2,1,462.14159979
63224,1,1,1,1,1,1,3,1,1,6,3,1,1,488.5010588
63225,1,1,1,1,2,1,3,1,2,6,2,1,3,228.52079332
63226,1,1,1,1,1,1,3,1,1,7,5,1,1,400.88214523
63227,1,1,2,1,1,1,3,1,1,7,7,1,4,178.21574491
63228,2,1,2,1,1,1,3,1,1,6,4,1,2,218.80318817
63229,2,1,1,1,1,1,3,1,1,7,7,1,1,199.02772575
63230,1,1,2,1,1,1,3,1,1,7,6,1,4,139.69491246
63232,2,1,3,1,1,1,3,1,1,7,5,1,4,325.7417107
63234,2,1,1,1,1,1,2,2,1,6,4,1,4,497.25319271
63236,2,1,1,1,1,1,3,2,2,6,2,1,4,191.76975315
63240,2,1,4,1,1,1,3,1,1,7,5,1,3,337.27489314
63241,2,1,3,1,1,1,3,1,1,7,6,1,2,695.01480007
63242,2,1,4,1,1,1,3,1,1,7,7,1,3,328.87260502
63247,2,1,5,1,1,1,2,1,1,7,5,1,2,354.86720065
63248,2,1,1,1,1,1,3,2,1,7,5,1,1,482.46567861
63249,2,1,3,1,1,1,3,1,1,7,6,1,4,332.49222506
63252,2,1,1,2,2,1,1,2,2,6,4,2,4,948.99218688
63257,2,1,2,1,1,1,3,1,1,6,2,1,4,184.1852977
63258,1,1,3,1,1,1,3,1,1,7,5,1,5,354.67873449
63260,1,1,1,1,2,1,1,2,1,6,4,2,2,332.98975119
63261,2,1,3,1,1,1,2,1,1,6,1,1,2,133.58613433
63263,2,1,2,1,1,1,3,2,1,7,7,1,5,362.60261141
63264,3,1,2,1,1,1,3,1,1,7,5,1,5,222.59080477
63268,3,1,2,1,1,1,2,2,1,7,7,1,2,197.14828288
63269,2,1,2,1,1,1,3,1,1,6,7,2,3,109.85851655
63270,2,1,2,1,1,1,3,1,1,6,2,1,5,336.89820688
63272,2,1,1,1,1,1,3,1,1,6,4,1,1,164.57225278
63273,1,1,3,1,1,1,3,1,1,6,2,1,5,350.45559766
63275,2,1,1,1,1,1,3,2,1,6,1,1,4,164.09223943
63277,2,1,2,1,1,1,3,1,1,7,7,1,4,282.82191963
63278,2,1,2,1,1,1,3,1,1,7,7,1,5,465.26082671
63279,2,1,2,1,1,1,3,1,1,7,6,1,1,334.76696364
63280,2,1,2,1,1,1,3,2,2,7,7,1,6,12.402286447
63282,1,1,1,1,2,2,,2,1,6,4,2,2,361.40229526
63285,1,1,1,1,1,1,3,1,1,7,5,1,1,160.19063405
63286,2,1,1,1,2,1,3,2,2,6,2,1,3,221.36755111
63290,2,1,6,1,1,1,3,1,1,7,7,1,4,707.58750756
63291,1,1,1,1,1,1,2,1,1,6,7,1,2,563.32488543
63293,1,1,6,1,1,1,3,1,1,6,2,1,4,286.23912042
63294,2,1,2,1,1,1,3,1,1,7,7,1,5,293.69880173
63295,2,1,1,1,1,2,,2,2,6,5,2,4,454.71113265
63296,2,1,1,1,1,1,3,2,1,6,4,1,4,177.66937134
63298,2,1,4,1,1,1,2,1,1,7,5,1,2,256.87712447
63299,1,1,5,1,1,1,3,1,1,6,2,1,4,120.49422697
63300,1,1,3,1,1,1,3,1,1,7,7,1,5,462.77281836
63301,2,1,5,1,1,1,3,1,1,6,3,1,4,358.56702453
63302,2,1,1,2,2,1,3,1,1,7,6,1,6,9.1948267503
63303,1,1,1,2,2,2,,2,2,7,1,2,1,115.386438
63304,2,1,5,1,1,1,3,1,1,7,7,1,1,371.97160357
63305,1,1,3,1,1,1,3,1,1,6,2,1,5,344.91302338
63307,1,1,6,1,1,1,3,1,1,7,1,1,4,562.25514222
63308,2,1,2,1,1,1,3,1,1,7,7,1,4,204.5456613
63310,1,1,3,1,1,1,3,1,1,6,2,1,5,333.94332727
63312,2,1,3,1,1,1,3,1,1,6,2,1,2,490.79585735
63314,2,1,4,1,1,1,2,1,1,7,7,1,2,325.52559077
63315,2,1,3,1,1,1,3,1,1,7,6,1,2,460.92964415
63318,2,1,2,1,1,1,3,1,2,6,1,1,4,212.65176996
63321,1,1,1,1,1,1,3,1,1,7,7,1,1,553.84770798
63323,1,1,1,1,1,1,3,1,1,7,1,1,5,452.10127005
63324,2,1,1,1,1,1,2,2,1,6,5,1,4,376.76899709
63327,1,1,2,1,1,1,2,1,1,6,7,2,3,48.048078609
63328,1,1,2,1,1,1,3,1,1,6,2,1,4,163.6487161
63329,1,1,4,1,1,1,8,1,1,7,7,1,3,409.95925377
63331,1,1,3,1,1,1,2,1,1,6,4,1,2,347.31359751
63332,1,1,2,1,1,1,3,1,1,7,5,1,4,229.27922292
63333,2,1,3,1,1,1,3,1,1,7,1,1,3,135.59139334
63336,1,1,2,1,1,1,3,1,1,6,2,1,4,200.9632333
63337,1,1,3,1,1,1,3,1,1,7,6,1,2,227.99780807
63338,1,1,1,1,1,1,2,2,1,7,1,1,1,1098.2478491
63339,2,1,3,1,1,1,3,1,1,7,7,1,4,427.8794394
63342,2,1,2,1,1,1,2,1,1,6,1,1,2,393.38204223
63344,2,1,2,1,1,1,3,1,1,5,6,1,4,146.26926139
63348,2,1,3,1,1,1,3,1,1,6,7,1,4,447.69054109
63349,2,1,6,1,1,1,3,1,1,6,4,1,4,406.89500666
63350,3,1,3,1,1,1,3,1,2,7,7,1,4,187.6113265
63351,2,1,6,1,1,1,3,1,1,7,1,1,4,457.56920281
63353,1,1,1,1,2,1,2,2,1,6,6,2,3,410.32043189
63354,1,1,2,1,1,1,2,1,1,7,1,1,1,862.91334567
63355,1,1,2,1,1,1,3,1,1,7,7,1,5,409.84104806
63356,2,1,1,1,1,1,3,1,1,7,7,1,1,193.63843313
63357,2,1,2,1,1,1,2,1,1,6,6,1,2,339.20247625
63358,1,1,1,1,1,1,3,1,1,6,6,1,3,217.72446173
63359,2,1,1,2,2,1,2,2,1,6,3,1,4,494.14841766
63361,1,1,1,1,1,1,3,1,1,6,2,1,1,470.53050675
63362,2,1,5,1,1,1,3,1,1,7,7,1,1,405.51392394
63363,2,1,1,1,1,1,3,1,1,7,7,1,4,285.74781691
63364,2,1,1,1,1,1,3,2,1,7,6,1,1,173.00794743
63365,2,1,3,1,1,1,3,1,1,6,4,1,2,600.40258854
63366,2,1,2,1,1,1,3,1,1,7,6,1,1,382.01167057
63368,2,1,1,1,2,1,3,1,2,7,5,1,3,128.92819119
63369,2,1,2,1,1,1,2,1,1,6,6,2,3,86.968134169
63370,2,1,1,1,1,1,3,1,1,6,1,1,3,222.21302227
63371,1,1,1,1,1,1,3,1,1,7,7,1,1,767.9255605
63372,2,1,2,1,1,1,3,2,2,7,7,1,6,12.402286447
63373,2,1,1,1,1,1,2,2,1,6,6,1,4,118.24248344
63374,1,1,1,1,1,1,2,1,1,7,1,1,1,868.10650694
63375,1,1,1,1,1,1,3,1,1,7,1,1,5,359.14200461
63376,2,1,2,1,1,1,3,1,1,6,2,1,4,188.66420058
63377,2,1,3,1,1,1,3,1,1,6,3,1,4,421.70830702
63379,2,1,3,1,1,1,3,1,1,7,7,1,2,526.07873204
63382,1,1,2,1,1,1,3,1,1,7,7,1,4,234.77075477
63385,1,1,1,1,1,1,2,2,1,7,8,1,2,73.159217983
63386,2,1,2,1,1,1,3,1,1,6,4,1,5,320.53214416
63387,2,1,2,1,1,1,3,1,1,7,6,1,2,314.51417921
63389,1,1,3,1,1,1,3,1,1,6,2,1,5,334.55825662
63390,2,1,4,1,1,1,2,1,1,7,6,1,2,303.90920057
63392,2,1,2,1,1,1,3,1,1,7,6,1,4,115.59197783
63393,2,1,2,1,1,1,3,1,1,7,7,1,4,249.41609512
63395,2,1,2,1,1,1,3,1,1,6,6,1,4,91.968430575
63396,2,1,3,1,1,1,3,1,1,7,1,1,3,144.62893157
63400,2,1,6,1,1,1,3,1,1,7,7,1,4,410.382996
63401,3,1,1,1,1,1,2,2,1,7,5,1,2,175.01948438
63402,2,1,2,1,1,1,3,1,1,6,4,1,4,159.35009994
63404,2,1,3,1,1,1,3,1,1,6,4,1,5,292.36124365
63406,2,1,1,1,2,1,3,1,2,7,7,1,3,200.88044569
63410,2,1,3,1,1,1,2,1,1,7,6,1,2,376.34137668
63411,2,1,2,1,1,1,3,1,1,6,5,1,5,336.23649894
63412,2,1,2,1,1,1,3,1,1,6,6,1,4,246.5255237
63414,2,1,1,1,1,1,3,1,1,7,1,1,1,307.60067935
63416,1,1,1,1,1,1,3,1,1,7,6,1,4,191.88028094
63418,2,1,1,1,1,1,3,1,1,7,7,1,4,181.87004717
63419,2,1,6,1,1,1,3,1,1,7,6,1,4,538.52741644
63420,1,1,1,1,1,1,2,1,1,7,1,1,2,100.6483051
63421,1,1,1,1,1,1,3,1,1,7,7,1,4,224.62012607
63423,1,1,1,1,1,1,2,1,1,6,4,1,2,686.17611263
63424,2,1,4,1,1,1,7,1,2,6,4,1,4,79.945234109
63425,1,1,2,1,1,1,3,1,1,6,1,1,4,156.22192911
63426,1,1,1,2,2,1,1,2,1,6,4,2,4,621.9584237
63427,2,1,4,1,1,1,3,1,1,6,4,1,2,298.05038469
63430,1,1,2,1,1,1,3,1,1,7,7,1,2,292.22066631
63433,1,1,1,1,1,1,3,1,1,7,1,1,5,410.40323334
63434,1,1,1,1,2,1,2,2,1,6,6,2,3,410.32043189
63435,1,1,1,1,2,1,1,2,1,6,3,2,2,1106.6877241
63437,1,1,1,1,2,1,2,2,2,5,1,1,2,104.53005044
63438,2,1,3,1,1,1,3,1,1,7,7,1,3,274.1510123
63441,1,1,2,1,1,2,,1,2,6,7,2,2,214.19080615
63443,2,1,4,1,1,1,7,1,1,6,3,1,4,115.53847142
63445,1,2,,1,2,2,,1,2,7,6,1,3,145.14964115
63447,2,1,6,1,1,1,3,1,1,7,7,1,4,418.48992869
63450,1,1,3,1,1,1,7,1,1,6,1,1,1,57.583587418
63451,1,1,1,1,1,1,3,2,2,6,4,1,4,162.84115846
63454,3,1,1,2,1,1,2,2,1,6,7,1,4,463.43631717
63457,1,1,2,1,1,1,3,1,1,6,4,1,3,94.136825598
63458,2,1,1,2,2,1,2,2,2,6,6,1,4,317.94621846
63459,1,1,1,1,1,2,,1,1,6,7,2,2,256.68332386
63460,2,1,3,1,1,1,3,1,1,6,3,1,5,266.71242146
63461,2,1,2,1,1,1,2,1,1,6,1,1,2,422.72683483
63464,2,1,1,1,1,1,3,1,1,7,6,1,1,523.33481812
63467,2,1,1,1,1,1,3,1,1,6,7,1,5,367.12350216
63468,1,1,2,1,1,1,3,1,1,7,6,1,5,444.09249933
63470,2,1,4,1,1,1,3,1,1,6,4,1,3,326.15391338
63472,2,1,2,1,1,1,3,1,1,6,5,1,4,118.4006989
63477,2,1,6,1,1,1,3,1,1,7,7,1,4,418.48992869
63479,1,1,1,1,2,2,,1,1,6,1,2,2,314.18552506
63480,2,1,2,1,1,1,2,1,1,6,4,1,2,510.51937215
63485,1,1,1,1,1,1,3,1,1,6,3,1,4,222.11742656
63486,2,1,3,1,1,1,3,1,1,6,3,1,4,383.8380698
63487,2,1,3,1,1,1,3,2,1,6,5,1,1,375.96308104
